2016-12-26 10:22:26:559: Application Version: 2.2.3.0 built Jan 1, 2010 3:00 am UTC
2016-12-26 10:22:26:559: Microsoft Windows 7 Ultimate Service Pack 1
2016-12-26 10:22:26:559: 6.01 build 7601 Service Pack 1
2016-12-26 10:22:26:559: Username: pablo
2016-12-26 13:16:07:635: OnProcessEvent...missing track
2016-12-26 13:16:07:651: OnProcessEvent...missing track
2016-12-26 13:16:12:095: OnProcessEvent...missing track
2016-12-26 13:16:23:050: OnProcessEvent...missing track
2016-12-26 13:16:46:949: OnProcessEvent...missing track
2016-12-26 13:17:30:130: OnProcessEvent...missing track
2016-12-26 13:17:30:130: OnProcessEvent...missing track
2016-12-26 13:17:55:949: OnProcessEvent...missing track
2016-12-26 13:17:57:057: OnProcessEvent...missing track
2016-12-26 13:17:57:057: OnProcessEvent...missing track
2016-12-26 13:17:58:305: OnProcessEvent...missing track
2016-12-26 13:18:04:327: OnProcessEvent...missing track
2016-12-26 13:18:06:635: OnProcessEvent...missing track
2016-12-26 13:18:07:743: OnProcessEvent...missing track
2016-12-26 13:18:31:347: OnProcessEvent...missing track
2016-12-26 13:18:33:546: OnProcessEvent...missing track
2016-12-26 13:18:33:546: OnProcessEvent...missing track
2016-12-26 13:18:36:011: OnProcessEvent...missing track
2016-12-26 13:18:38:199: OnProcessEvent...missing track
2016-12-26 13:18:43:831: OnProcessEvent...missing track
2016-12-26 13:18:47:122: OnProcessEvent...missing track
2016-12-26 13:18:48:230: OnProcessEvent...missing track
2016-12-26 13:20:36:354: OnProcessEvent...missing track
2016-12-26 13:20:37:539: OnProcessEvent...missing track
2016-12-26 13:20:38:773: OnProcessEvent...missing track
2016-12-26 13:20:38:773: OnProcessEvent...missing track
2016-12-26 13:20:39:927: OnProcessEvent...missing track
2016-12-26 13:20:39:927: OnProcessEvent...missing track
2016-12-26 13:20:41:085: OnProcessEvent...missing track
2016-12-26 13:20:42:364: OnProcessEvent...missing track
2016-12-26 13:20:42:395: OnProcessEvent...missing track
2016-12-26 13:20:43:518: OnProcessEvent...missing track
2016-12-26 13:20:47:949: OnProcessEvent...missing track
2016-12-26 13:20:51:240: OnProcessEvent...missing track
2016-12-26 13:20:54:594: OnProcessEvent...missing track
2016-12-26 13:20:54:594: OnProcessEvent...missing track
2016-12-26 13:20:56:934: OnProcessEvent...missing track
2016-12-26 13:21:13:267: OnProcessEvent...missing track
2016-12-26 13:22:07:509: OnProcessEvent...missing track
2016-12-26 13:31:07:691: OnProcessEvent...missing track
2016-12-26 13:31:07:691: OnProcessEvent...missing track
2016-12-26 13:31:08:783: OnProcessEvent...missing track
2016-12-26 13:31:08:783: OnProcessEvent...missing track
2016-12-26 13:46:07:501: OnProcessEvent...missing track
2016-12-26 13:46:07:501: OnProcessEvent...missing track
2016-12-26 13:46:08:671: OnProcessEvent...missing track
2016-12-26 13:46:08:671: OnProcessEvent...missing track
2016-12-26 13:48:01:084: OnProcessEvent...missing track
2016-12-26 13:52:02:292: OnProcessEvent...missing track
2016-12-26 13:53:01:213: OnProcessEvent...missing track
2016-12-26 13:54:32:692: OnProcessEvent...missing track
2016-12-26 13:54:32:692: OnProcessEvent...missing track
2016-12-26 13:55:30:708: OnProcessEvent...missing track
2016-12-26 13:55:38:742: OnProcessEvent...missing track
2016-12-26 13:56:33:358: OnProcessEvent...missing track
2016-12-26 13:56:33:358: OnProcessEvent...missing track
2016-12-26 14:00:37:920: OnProcessEvent...missing track
2016-12-26 14:00:37:920: OnProcessEvent...missing track
2016-12-26 14:00:37:920: OnProcessEvent...missing track
2016-12-26 14:00:37:920: OnProcessEvent...missing track
2016-12-26 14:00:38:372: OnProcessEvent...missing track
2016-12-26 14:01:08:636: OnProcessEvent...missing track
2016-12-26 14:01:08:636: OnProcessEvent...missing track
2016-12-26 14:01:41:537: OnProcessEvent...missing track
2016-12-26 14:01:41:537: OnProcessEvent...missing track
2016-12-26 14:05:38:329: OnProcessEvent...missing track
2016-12-26 14:08:02:474: OnProcessEvent...missing track
2016-12-26 14:10:02:984: OnProcessEvent...missing track
2016-12-26 14:24:16:820: OnProcessEvent...missing track
2016-12-26 14:36:39:694: OnProcessEvent...missing track
2016-12-26 14:36:40:506: OnProcessEvent...missing track
2016-12-26 14:36:40:506: OnProcessEvent...missing track
2016-12-26 14:36:40:724: OnProcessEvent...missing track
2016-12-26 14:36:40:724: OnProcessEvent...missing track
2016-12-26 14:36:41:816: OnProcessEvent...missing track
2016-12-26 14:36:42:877: OnProcessEvent...missing track
2016-12-26 14:36:48:134: OnProcessEvent...missing track
2016-12-26 14:36:50:380: OnProcessEvent...missing track
2016-12-26 14:36:51:504: OnProcessEvent...missing track
2016-12-26 14:39:06:818: OnProcessEvent...missing track
2016-12-26 14:39:07:879: OnProcessEvent...missing track
2016-12-26 14:39:07:879: OnProcessEvent...missing track
2016-12-26 14:39:12:185: OnProcessEvent...missing track
2016-12-26 14:39:18:550: OnProcessEvent...missing track
2016-12-26 14:39:18:550: OnProcessEvent...missing track
2016-12-26 14:40:08:048: OnProcessEvent...missing track
2016-12-26 14:40:09:062: OnProcessEvent...missing track
2016-12-26 14:40:09:172: OnProcessEvent...missing track
2016-12-26 14:40:09:172: OnProcessEvent...missing track
2016-12-26 14:40:10:123: OnProcessEvent...missing track
2016-12-26 14:40:10:217: OnProcessEvent...missing track
2016-12-26 14:40:10:217: OnProcessEvent...missing track
2016-12-26 14:40:16:800: OnProcessEvent...missing track
2016-12-26 14:40:20:092: OnProcessEvent...missing track
2016-12-26 14:40:20:092: OnProcessEvent...missing track
2016-12-26 14:40:35:538: OnProcessEvent...missing track
2016-12-26 14:41:58:080: OnProcessEvent...missing track
2016-12-26 14:42:18:360: OnProcessEvent...missing track
2016-12-26 14:42:55:831: OnProcessEvent...missing track
2016-12-26 14:43:03:657: OnProcessEvent...missing track
2016-12-26 14:46:20:545: OnProcessEvent...missing track
2016-12-26 14:46:21:902: OnProcessEvent...missing track
2016-12-26 14:46:21:933: OnProcessEvent...missing track
2016-12-26 14:46:29:936: OnProcessEvent...missing track
2016-12-26 14:46:29:936: OnProcessEvent...missing track
2016-12-26 14:46:30:872: OnProcessEvent...missing track
2016-12-26 14:46:30:888: OnProcessEvent...missing track
2016-12-26 14:46:30:997: OnProcessEvent...missing track
2016-12-26 14:46:34:538: OnProcessEvent...missing track
2016-12-26 14:46:34:569: OnProcessEvent...missing track
2016-12-26 14:46:35:552: OnProcessEvent...missing track
2016-12-26 14:46:35:552: OnProcessEvent...missing track
2016-12-26 14:46:35:552: OnProcessEvent...missing track
2016-12-26 14:46:37:861: OnProcessEvent...missing track
2016-12-26 14:46:38:969: OnProcessEvent...missing track
2016-12-26 14:46:39:998: OnProcessEvent...missing track
2016-12-26 14:46:46:520: OnProcessEvent...missing track
2016-12-26 14:46:49:757: OnProcessEvent...missing track
2016-12-26 14:46:49:804: OnProcessEvent...missing track
2016-12-26 14:46:49:804: OnProcessEvent...missing track
2016-12-26 14:46:51:005: OnProcessEvent...missing track
2016-12-26 14:46:52:144: OnProcessEvent...missing track
2016-12-26 14:46:52:175: OnProcessEvent...missing track
2016-12-26 14:46:52:175: OnProcessEvent...missing track
2016-12-26 14:46:53:282: OnProcessEvent...missing track
2016-12-26 14:46:53:298: OnProcessEvent...missing track
2016-12-26 14:46:55:451: OnProcessEvent...missing track
2016-12-26 14:46:55:451: OnProcessEvent...missing track
2016-12-26 14:46:56:714: OnProcessEvent...missing track
2016-12-26 14:47:00:022: OnProcessEvent...missing track
2016-12-26 14:47:28:164: OnProcessEvent...missing track
2016-12-26 14:48:00:300: OnProcessEvent...missing track
2016-12-26 14:48:00:300: OnProcessEvent...missing track
2016-12-26 14:48:00:300: OnProcessEvent...missing track
2016-12-26 14:48:00:300: OnProcessEvent...missing track
2016-12-26 14:48:01:408: OnProcessEvent...missing track
2016-12-26 14:48:01:408: OnProcessEvent...missing track
2016-12-26 14:48:01:408: OnProcessEvent...missing track
2016-12-26 14:49:52:839: OnProcessEvent...missing track
2016-12-26 14:51:46:766: OnProcessEvent...missing track
2016-12-26 14:52:27:404: OnProcessEvent...missing track
2016-12-26 14:52:52:286: OnProcessEvent...missing track
2016-12-26 14:53:00:772: OnProcessEvent...missing track
2016-12-26 14:53:35:933: OnProcessEvent...missing track
2016-12-26 14:53:40:456: OnProcessEvent...missing track
2016-12-26 14:53:40:612: OnProcessEvent...missing track
2016-12-26 14:53:50:830: OnProcessEvent...missing track
2016-12-26 14:53:51:907: OnProcessEvent...missing track
2016-12-26 14:54:00:908: OnProcessEvent...missing track
2016-12-26 14:54:00:908: OnProcessEvent...missing track
2016-12-26 14:54:03:388: Session Ending...  Preparing to shutdown.
2016-12-26 14:54:03:388: Cancelling scanning...
2016-12-26 14:54:03:388: Stopping session...
2016-12-26 14:54:03:388: Saving session for restart.
2016-12-26 14:54:04:824: Releasing singleton mutex.
2016-12-26 14:54:04:824: Cleaning up engine storage.
2016-12-26 14:54:05:401: Restoring Windows Automatic Update settings.
2016-12-26 14:54:05:916: Closing pop-up windows...
2016-12-26 14:54:05:916: Closing main window...
2016-12-26 14:54:05:916: Done
